reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOHhNMmHud42CHmSyBoiKtMhlZEJ9cjmRvqvTOoWN6cujxOdN_GVuGvIoqOEZ7_ea656Dg7qC1Yd8MsMWQ,Marc Martin,https://play-lh.googleusercontent.com/a-/AOh14GgWQZWRd4Wq_qdzQcUllgHjOswR7-ifiiGM1WFwpg,"Extremely aggressive in pushing the premium and paid version. Also overly complex since as its name denotes, it tries to do everything or anything. It may be beneficial to consolidate and duplicate tasks of several other apps even though some can perform better. Compare the shopping list in Google Keep which is easier to add or subtract items from a constant shopping list. This app combining tasks from other apps can be useful, depending on an individual's preferences and abilities.",3,20,5.2.0.9,13/07/2020 21:47,"Any.do is a minimalist task manager, to help our users remain focused only on what matters. You can learn all about the app and the features at- support.any.do. Note that the Premium ad only shows up when first opening the app, and when clicking on 'Go Premium', while 90% of the app is completely free, including all core functionality!",14/07/2020 06:50,most_relevant,com.anydo
gp:AOqpTOHW2528NCG1c0NfJzSds7W-k2sjKDk3BpC58YO1RMB0ZfImWU93_IvSwa5nMcU9qwohkAlTNK3Ybj3w6Q,Olivia,https://play-lh.googleusercontent.com/a-/AOh14Gh4ZDJytlD0cZoqBLAbFJ-UR_lKLDE4JfCfMQkgZw,"i would honestly give this app a chance if more features were available for free users. a lot of people dont have the money to spend on an app like this, and since there are many other options i will try those instead. premium for this app looks really helpful and the layout of this app is great but im going to have to uninstall since the free version isnt really helpful to me :(((",3,49,5.0.0.11,11/05/2020 14:55,"Please note that 90% of the app is completely free, including all core functionality, and unlike similar apps, we allow our users to enjoy most of the features for as long and as much as they wish without any 3rd party ads or a requirement to upgrade :)",12/05/2020 09:17,most_relevant,com.anydo
gp:AOqpTOFEwULNfzDKxB16ExUM_01T8tn2N9frWZvfAG_2pziUkrbMyz2_OwD-iBphPQB7cho1HVqOL8WdmM1THQ,Ryan Gregory,https://play-lh.googleusercontent.com/a-/AOh14Gj7wUmey5GrlmAqZj7Mfhbk7wcAVJsbn_UtIA9Rjg,Fairly awful. Followed all directions on how to cancel the yearly subscription within 2 days of starting my free 7 day trial. Charged on the 7th day anyway. Repeated requests to resolve the issue have been unanswered by the developer. Chose to go through Google Pay for refund. Thanks Any.do! This will not be my last review. I have much time on my hands now since your scheduler doesn't work!,3,5,4.15.2.1,13/05/2019 12:59,"From checking with our Support Team, we can see that as soon as you requested a refund, a full refund was issued from our side. In your first email, you asked for cancellation instructions, and those were provided to you accordingly. If you need any further assistance, you are welcome to reach out, and we will be happy to help.",14/05/2019 07:31,most_relevant,com.anydo
gp:AOqpTOH0lL2G9RBKiVIRcBzDZQzBIl8U9P9dCSLv2JJLfuV5YgqOouDbfdZDG_tPJkmmbH9zNiv13z4wXmtwPg,Anita Chang,https://play-lh.googleusercontent.com/a-/AOh14GjZowxKmGh4Zf0uTBwuN1vEmkHKgAXN-OcwGFXt2A,"I used to be a big fan of any.do products and I used any.do, any.cal for years, I think these apps are really easy to use. However, when I set a reminder for an appointment every Monday, it only allows me to set reminders on every Thursday( the date that I created that reminder) instead of Monday. it's really disappointing.",3,3,4.10.7.3,06/12/2018 18:01,"Heya, did you try changing the start date? If you did and it's still not working, please submit a bug via Settings - Support so our team can look into it for you!",10/12/2018 07:41,most_relevant,com.anydo
gp:AOqpTOFtfyhs4j8cRoNcjrXY9McIIAofLxRmQvHEPcfCCNbZWaKfxP8v6xtkCuBtYplaAW3ODmQ5O3kqjvMp6Q,Joe Lam,https://play-lh.googleusercontent.com/-imKfsalpNYQ/AAAAAAAAAAI/AAAAAAAAAB0/AMZuucksvH9qZ5DvLx6eSoviYA0mE-ZJJw/photo.jpg,"Not sure why but sometimes when I make an edit on one of the items on the list, next time I open the app the changes are not saved. Happened couple times already and I'm sure I clicked the check mark to save the item before leaving the app. A bit annoying",3,7,4.10.3.4,08/10/2018 21:43,This is strange behavior. You may be experiencing syncing issues. Please submit a bug report through your app by going to Settings - Support so we can check this for you.,09/10/2018 14:11,most_relevant,com.anydo
gp:AOqpTOFRSHkKKs-XyHNMju6SyUsH1_WM38XbCmXAFbfmm1VXbPrIa64WIuD6ARneON_-0tr_qhtDmrp8fbfo4Q,Sujay Thomas,https://play-lh.googleusercontent.com/a-/AOh14GighTQ5H2UrH3JFL1lwRxmGT_n9kqwL3MCg72dFp3o,"A minimalistic task management and scheduling app with an beautiful interface and great widgets as well and packs a punch in terms of free features. Any.do does not allow sublists and allows only one level of subtasks to ensure simplicity, but compromising power. I have also found it quite cumbersome to add a task, put it into the right list and add a label to it. This is a long drawn out process which takes so much time and completely ruins the rest of the simplicity the app has.",3,5,4.15.1.5,11/04/2019 02:27,"Hi Sujay, thanks for the feedback! Any.do supports a minimalist design which leaves things at surface level. This is why we do not plan on adding more layers for the time being. As for adding tasks, you may add them directly to a specific list from the All view or the Grid View :) For instructions, reach out to customers@any.do.",15/04/2019 11:04,most_relevant,com.anydo
gp:AOqpTOExuQ25VyOacUl82JMHLf7Xjxu_TlCTR9wqWcKtk_Hk5SEVyhJWRl61MDsid24VEEglBp7mR3vddc03ZQ,Sherri C,https://play-lh.googleusercontent.com/-NHKUvYhCq4A/AAAAAAAAAAI/AAAAAAAAACw/AMZuucmdzoqVU9NpbumT0YM2oGpZRiBIjw/photo.jpg,"I have been using this app ever since I switched to an Android phone 5-6 years ago, and I have liked it for the most part. However, the recent addition of the ""focus"" button in the pop-up reminder bar is annoying. Focus is only available in the premium version and there's no way to turn it off. Time to shop for a new to-do list app.",3,16,4.15.8.11,26/09/2019 15:25,"Please note all of the app's features are inherent to the design, therefore we are not planning on removing any of these features, premium or not. Furthermore you are not obligated to use this feature. We are sorry to see you go, but we hope you can find an app that better suites your needs!",02/10/2019 15:16,most_relevant,com.anydo
gp:AOqpTOHxjeMHJqIIYN-B8lzKZodO7FC_HR0jYvn2JOHviX1QybmvK1Bqce87LSI1y2PQVboiyL8HPQKBvUv2Pw,Flausbert,https://play-lh.googleusercontent.com/a-/AOh14Gi6JxOBGV-JorfVnt9eTOb57-t--sB1Z7WWvPj173k,"We are missing a chat feature AND notification when a task is changed / completed / modified in shared lists. Any.do is pretty good for my personal use but even though we are both premium, we don't see any possibility of interaction with the - kind of interaction Wunderlist provides not just tiny notification WITHIN the app.",3,8,4.15.8.11,08/10/2019 09:00,,,most_relevant,com.anydo
gp:AOqpTOFjdzgncaxMATJTl5yyTy41OHM0ht6iVTqW0Cy13hjq3QxaZaLEYGbRH65L5YSQay0U0Dxo2byxG6TARw,Jesse Van,https://play-lh.googleusercontent.com/a-/AOh14GgSaXB4wCo11rXVVxjjhojTpAxHpgTcVdIF5oQ,"Awesome app but hate the new placement of the buttons. When you use to create a task you clicked under the title to select when you wanted a reminder. Now it's halfway down the page. I keep hitting ""share task"" and it takes forever to back out of that screen.",3,9,4.16.2.7,01/01/2020 22:56,"Thank you for your feedback! Please note that we have done this to make the app more consistent across all platforms, however we will be sure to review your feedback!",02/01/2020 09:21,most_relevant,com.anydo
gp:AOqpTOEro-uGNoVdOMaiD3trMgDXXtD8VGhWEMTwDnEQlMVjJHMJApCz4GdiIPj51SpUaN9XG5qprqvqWxBdaQ,Joyce Paul Siamak,https://play-lh.googleusercontent.com/a-/AOh14GjOPT5heQcG4mN9aXyoLEOXnbW0UPrQaJm8HLZY,"New User experience just logged in. pretty simple. started a list. saw that you could categorize them as personal or work. since i had typed all my tasks in the same place (first experience landing). i tried to move some of these tasks to the ""work"" section. couldn't. i can't tag them either. i have to retype the whole thing! Bummer.",3,9,4.14.0.4,05/02/2019 17:41,"You can simply drag and drop or change their list from the task's menu :) You may find more details, here: https://support.any.do/tasks/",12/02/2019 14:40,most_relevant,com.anydo
gp:AOqpTOE9S0Lxhpq71Rxl8S1Yh7Oe8XXpKji7DA4BPw5rBLe4NjZMGewEDL4WgH6sBlIEHP5lf0PtHaWwOxfJuw,Jogi Bhaskar Patra,https://play-lh.googleusercontent.com/a-/AOh14GjolLDI17CGFWB5LLBvuxJdyOeIwRebHII400yc9Q,"Recurring tasks an essential feature is available only in premium. Premium is not available for one time purchase. monthly payment is way too much for an Indian. it got to be affordable with one time payment for everyone to use. may be some one time payment option for different features like recurrent tasks, location reminder and paid themes would have been made it accessible for many.",3,35,4.15.4.11,16/06/2019 18:40,"Our standard recurring reminders are available to all of our users, you can learn more about here - https://bit.ly/2GAP1JW. To learn more about our special Premium offers, please reach out to us at Customers@any.do :)",19/06/2019 07:23,most_relevant,com.anydo
gp:AOqpTOHjXQskvsXjDKJdBPdynCOUZBaNNrI67bYMN2KYVqwXdDVpMDCjPuJRJ5yBNgEF5Tk0hMCKxV09N513eQ,Rabbit Bensley,https://play-lh.googleusercontent.com/a-/AOh14GifIpcrRqLUubejvobCmWEjflidnwJrDAIsjkIe4QQ,"Don't personally care for the user interface or reminder/plan your day approach. Was looking for something...honestly...simpler. This is over the top for just my husband and I. On the other hand, for a BUSY family or business person, this is exactly what they need.",3,5,4.17.0.3,13/04/2020 16:43,"Any.do can be as simple or as complex as you would like it to be. You can simply set you Calendar, or manage your Tasks in the Task view. :) We recommend learning more about the app and the features here- https://support.any.do/. For any further questions, please contact us at- https://www.any.do/contact_form",16/04/2020 14:45,most_relevant,com.anydo
gp:AOqpTOHpMZaoDz9bTf7mrVnvkAj_jWuwr9PRHBp1vgexM5_vj8S2QvaOQGdxLF_L3-KnNGUvIPJ3_dB1CK44eA,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I already have a subscription, it's ridiculous that It notices I already had a free trial so it obviously knows my account but its not logging me in with my premium subscription. To top it off I can't ask customer service nothing because it's not an option unless you have the premium that's ridiculous.",3,3,4.10.2.6,12/09/2018 16:23,,,most_relevant,com.anydo
gp:AOqpTOGA6ruaAIIISMjjfcZCeBq4CACZapmJF9-S715kYZ464V93FiyOgeAjoBDe0m0JieLGObmqbe-q5ltwzQ,lady dulayne,https://play-lh.googleusercontent.com/a-/AOh14GgLrENXCFSkODvjqzihGfkq_1nWU1xgezSqoSlXcH8,"So far so good but two improvements would allow me to delete the other planner app I have on my phone.  1) Reminders. I am looking for an app that would act like a print planner where I would list my tasks by day for the future. I'd like to be able to check an app for Mon., Tue, Weds., etc but without having to set a specific reminder for each. Monday should just be Monday without needing to set a time. Would be great to just have a list for the whole day.  2) For lists such as grocery lists, I don't see any setting to allow the app to stay on screen if you are currently in a store and trying to buy off your list. This is important!! No one wants to grocery shop and have to constantly unlock their screen to see the list.",3,20,4.15.6.9,16/08/2019 14:38,"You can set a due date without a reminder by setting a reminder and then toggling the bell icon on the right side to disable the alarm. Regarding your Grocery List suggestion, I will pass it to our Dev Team. In the meantime, you can set your device to lock only after manually closing it if you would like that under the device settings.",18/08/2019 04:21,most_relevant,com.anydo
gp:AOqpTOGyiCBI-1mhJugMnIiJJP6ujaCpAfyKc9QuyYzbRi8igU3XAXmZCBOilqbjnMaEB2BfQxR0H6MWlIBOZQ,Trevor Trinkaus,https://play-lh.googleusercontent.com/a-/AOh14GjMuOp5YpplElDbCbYwiec2w3QYL6ioFziUXIXT3UE,"Update to my original review -- to clarify, I'm saying that in previous versions you could choose which list to put the task under when doing a quick add of it via the ""+"" widget on home screen, and same for adding it from the bottom quick bar in the app. In the current version, it doesn't allow you to choose the list when doing a quick add. Your reply to my review is describing the regular (long) way of adding the task. I want to be able to choose the list when quick adding from the ""+"" widget!",3,15,4.15.8.11,27/09/2019 00:18,"Hi Trevor, please note that in order to choose which list you want to make a task under, all you have to do is go to your task view, tap the grid view icon in the top left, select the list you want to make the task under, and make a new task!
If you have any further questions, please let us know at Customers@any.do ðŸ˜Š",26/09/2019 16:53,most_relevant,com.anydo
gp:AOqpTOFBYuqCs-FrtW9MWlpAiMv6y_QdkaexyIzq4KMA5ZdSGETndTxKY9biEXjhvrK70L-JrRJ76HWpJzynMQ,Akash Sheral,https://play-lh.googleusercontent.com/a-/AOh14Ghw0n_Va7kjfLRiKsbH9YLQ3ue3aPberKcWxhzZ0Q,"The app is laggy, also it has a premium version so many important features you will have to buy.. i feel that the organisation of the can be more better... Today and tomorrow should be completely seperate and there also should be a slot of yesterday where you can see what you missed doing the day before",3,3,4.10.4.1,21/10/2018 06:52,"We offer 95% of our functionality free, including all core features. Also we do keep Today and Tomorrow separate :) In addition, if you go to Today in your calendar, you can see any overdue tasks that were missed in the past. Regarding the lag: Feel free to submit a bug report, so we can help resolve this for you.",21/10/2018 11:31,most_relevant,com.anydo
gp:AOqpTOF_TywLnQHCYBNStB7DJ_MvLwlrEUkMZfIbbRwpDomS_OviJi495d3VRwlObA-RFUBzVFlITLif2s-56Q,jourdan wee,https://play-lh.googleusercontent.com/a-/AOh14GjOjsLDaQdF_3u_iCsXYOAN7QAeZStqH45G7lMmNQ,"Everything is good. My only issue is that it doesn't send the message to you the exact moment you assigned it. Eg. I set a reminder at 8pm. The BOT only WhatsApped me 15mins later. Other than this, everything else is good. Love the feature of a WhatsApp reminder BOT. Improve on this area and you'll earn 1 more loyal customer",3,21,4.16.5.0,07/02/2020 10:53,"Our team has already fixed this minor issue, which occurred for a few users. Please let us know at https://www.any.do/contact_form if you are still experiencing this issue so that we can check further :)",09/02/2020 12:32,most_relevant,com.anydo
gp:AOqpTOEY9oYZY1E4mZuaznyiL6FCviypfTUHFprXFkz4rBSNe1LmDsYOCozUnOhKLqPdECAvYRUzXLGRiXyc9Q,SHIVAJI K. MOITRA,https://play-lh.googleusercontent.com/a-/AOh14GhYZD8GnntYqL1eg3e7iB82bnFrR8--KtcxdAX90A,"It does not remind with a pop up notification continuously for consecutive days even when the dates are saved and the notifications are not on the home screen and therefore often missed. Moreover, it does not remind about the task the whole day even when no particular notification time is noted. This App. is not dependable.",3,5,4.15.2.1,08/05/2019 16:53,"This is very odd! We highly recommend you submit a bug report in your app via Settings - Support, so we can get to the bottom of this for you.",12/05/2019 07:00,most_relevant,com.anydo
gp:AOqpTOEzNWLJrhdzhS9HD3MoIYmar6Dhw19ugcWexV9u5vVWYIy3b6TudqrBrj9YPNWlUC_J29NCFY1v6R5D-g,Adnan Dedhawala,https://play-lh.googleusercontent.com/a-/AOh14Ghza_zGxkV3ew2mIiw9llAEdcirnDF4SJksds5R6Q,"The is good and is really helpful when i plan my day. I have problem with the widget that has task and calender,problem is if i had a task that had to be done yesterday and i schedule it to do today,it doesnot show on calendar tasks but it shows in task list. If that could be solved experience using the app will improve",3,50,4.13.0.14,19/01/2019 05:24,"This is very odd! We highly recommend you submit a bug report in your app via Settings - Support, so we can get to the bottom of this for you.",28/01/2019 15:36,most_relevant,com.anydo
gp:AOqpTOEyUUMU9fcCVedhjzKuL_y3dEQw8n6Rj-sfpBKf92rMazGeJRmvNvQTfwWT8f6Q0yu7RiWYvBgeEn4DWg,É›Õ¼tÊ€Ö…Ö„Ê â€¢vâ€¢,https://play-lh.googleusercontent.com/-CoAdIhD63vw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn7PalcbmHuMMPmiz7x2g5jvxxagg/photo.jpg,"Honestly I would give it 5 star, since I'm not going to subscribe or anything, but the fact that you need to subscribe just to change the theme (just to change it into dark theme) is deal-breaker, so 3 star it is. I know, you guys also need to make money but for a appearance options need to be paid is a no for me, I get it if it's like new option like color-coding so you can easily sort stuff, things like that.",3,20,4.15.9.9,07/11/2019 16:03,,,most_relevant,com.anydo
gp:AOqpTOGhphjfkxQc1nmNT5k1YY6YqwkG2ieMdbXog-5sq_gWE3TdIasues9UsOwWuipmRjTtJJt46e3EZC6iuw,Katya Roudneva,https://play-lh.googleusercontent.com/-F2uk7ApR6pY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmsML5BWR48mTOo8T38QYyRccCewg/photo.jpg,"Notifications are annoying and not customizable (was getting them for not having any tasks for the day). I turned off notifications via my android settings and am still getting impossible to turn off pop up notification that blocks whatever app I am on. App is fine otherwise, but not for me.",3,9,4.10.2.6,18/09/2018 16:11,We're sorry for this Katya! You're welcome to reach out to customers@any.do so our team can help solve this :),20/09/2018 00:11,most_relevant,com.anydo
gp:AOqpTOFHpU9W04RnaEHsHVTPR_P_1NtCIY13yjvy18uMiNq4oylLsYzGfkbKVFT2YD4rL2Q0FApZ8ZIlGVuOiw,Warwick Vos,https://play-lh.googleusercontent.com/a-/AOh14GjyTRmGxq3VkKRqKOk9rKQ7r_EyzW0DUg1kqKI8-MM,"Useless. Have to pay a subscription to be reminded? No thank you. Honestly a once off fee is fair, but a continued yearly fee. I can see why these guys partnered with Facebook and mark Suckerberg . To suck your wallet. I gave it 3 stars because it is a well made app.",3,1,,16/12/2019 12:51,"Any.do is a free app. We provide 95% of our features at no cost, including all core features. We never require our users to upgrade. We modeled all our pricing tiers off of similar services so we could stay competitive. We also occasionally offer promotions, you can inquire about them at premium@any.do!",16/12/2019 07:51,most_relevant,com.anydo
gp:AOqpTOHVsnZGtuzW7wgg9aVXOlMQqjfvC1fUDiYPMXiWwq78zrY2hd21uqeq19PHMLkhUD3s0YYl65wBtvaaqg,Ovidiu Toader,https://play-lh.googleusercontent.com/-JwkepvaNyD8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnWxXN25AOllJzD9k4FAxVdgJhYqw/photo.jpg,"very simle with few functions, maybe for childrens. there are missing a lot of usual functions that others free app have: time tracking, a true calendar where you add tasks by minutes steps, no task, subtask numbering, no tabel, spreadshets tasks, no custom fields, no timesheet , etc on this premium account. If you want and work with advanced GTD, planners, project management go away and dont lose your time.",3,6,4.15.9.6,28/10/2019 10:31,"Please note that of your feedback is already on our UserVoice forum, and is pending more votes, you are welcome to vote for them. 
Event reminders: https://bit.ly/2NlXWkH
Time tracker: https://bit.ly/2JtQl2d
If you have any more feedback, we would love to hear it in more detail at Customers@any.do",28/10/2019 09:42,most_relevant,com.anydo
gp:AOqpTOHAuiJtOCsLE5gnS9X2gm8UeozixBAB0he6yIRzjGAgRM8b6SfKKCK8paHIRsLCjzazZXWsOn5ZPZYDvA,Ruby Oz,https://play-lh.googleusercontent.com/a-/AOh14GhBlb2J8pxSlcik6ymWunaeK8ODHUmNT5urLmvY0w,"Overall not a bad app. For the first week or so, it gave me notifications when it was supposed to, but after that, it's almost like it forgot sometimes itself, e.g. notification on Saturday when I set it for Friday. Reminders for things I have set daily don't even come up anymore, but it remembers to give me an display-over-app notification to remind me to set a reminder. Also, no push notifications that take you into the app so you'd have to do it yourself. Sub-tasks are my favourite feature!",3,31,5.0.0.11,13/05/2020 23:14,"We are unaware of any issues with the Reminders, so that's odd. Please make sure to follow this troubleshooting article on our Help Center at- https://bit.ly/3cw9BZx. If you're still experiencing any issue, please submit a bug report via your app Settings - Support, and our team will be happy to look into it for you.",14/05/2020 08:48,most_relevant,com.anydo
gp:AOqpTOE_bFDwGm2O4ACKSlbQFS4PMDrV4ys48fR0cSO13luOSaBdoocA_EaXByEOg2DiUzMvQLaEwSNyE_HUWg,iangough,https://play-lh.googleusercontent.com/a-/AOh14GjRytoD2O5v6twxoyDCrC2uks2avcLv-Ys2lbYR3A,"A good app, but a reoccurring price model is not the way forward. I would like a one off charge. Around 5 euros would be about right, so considerably over priced in todays free app market. You would probably have more revenue in total by charging 5 euros",3,5,4.10.6.1,12/11/2018 11:01,"Any.do is not only a product but also a service. We are continuously adding new features, keeping your information synced and safe 24/7, and providing Priority Support for any need you may have. Since Any.do is offering much more than a standard product, we have decided a subscription is the best pricing for it, like similar apps on the market :)",13/11/2018 16:24,most_relevant,com.anydo
gp:AOqpTOE_q2b-H18t8l-zIQ93VCtXgb3k8QGY4qNmHdQCdoqW0OmOAAqZckhqk76pSmRQD4JE50ikUE21H6uXeA,Ivy,https://play-lh.googleusercontent.com/a-/AOh14Ghhd_dwoTVgDBJIrVKH_gcFri9a8ZjG_TQJJB2Q,It seems like it could be good but very disappointed that it's subscription based and that there's not a one time purchase option. Not sure if pro has this option but it also doesnt seem to have a history of completed tasks. Will need to keep looking.,3,1,4.10.6.1,12/11/2018 22:02,"Any.do is a service, not just a product. We continuously add features, keep information synced, safe 24/7, and provide Priority Support. Since Any.do offers more than a standard product, we chose a subscription as the best pricing for it, like similar apps on the market :) You can view/restore completed tasks by going to Settings - Completed Tasks.",13/11/2018 16:27,most_relevant,com.anydo
gp:AOqpTOH_ELta8txlZpOpH_TuVxWOZ0o7H_XP5asmqczKQJ5u9QMWYlVoiKiDzMmeC6wNa2d1QwyPBUzgtS9M9A,Leslie Brannon,https://play-lh.googleusercontent.com/a-/AOh14Ggq_7gXewt5UlHvJu2tnuVIFrcNngq9eATEoEfRZsc,Simple and effective! although charging for color themes is ridiculous. I understand getting charged for the other add ons but color shouldn't be extra! The widgets are white and black see thru which makes it hard for me to see. little dots aren't helpful.,3,2,4.12.0.5,23/01/2019 01:00,,,most_relevant,com.anydo
gp:AOqpTOHwa3A9_1nKRsokkhd8odAeUqP14_LSlPKTSstnLmHY9JD0qgN0og691179LRA77XBxPHBsAXMklXiBOw,Brent Barnhisel,https://play-lh.googleusercontent.com/a-/AOh14GiXMzpgaP9u_ENhy6za6I0Zjifa5zApDY7BRpmQRw,"Great for daily list. Used to use the grocery list. Used to. Had to turn it off due to spam. If it continues, I'll uninstall the app. UPDATE/CLARIFY: IMO, spam is getting items added to my grocery list that I don't want & never buy. It was the app telling me ""we've added XYZ to your grocery list""",3,12,4.15.4.11,23/06/2019 12:27,"This is very odd! We highly recommend you submit a bug report in your app via Settings - Support, so we can get to the bottom of this for you.",24/06/2019 07:49,most_relevant,com.anydo
gp:AOqpTOH9i0XZSl-mJEkff0lG2L8z_DwGPUrAXAfkwxibtUti75oeTVgnPwZji7FubHjYx4Lro2L4NPZbc2InFQ,Hansraj Choudhary,https://play-lh.googleusercontent.com/a-/AOh14GhHetjjV_md3Ju9C98IQbS-WcsbvTSSqlnVW7a7Xw,"Happy with the App...but personally I had two issues which are if addressed, may provide sort of convienience to the users. 1. If any task is not completed and deleted by mistake it can't be undone that I felt inconvenient to write the task again. 2. If any task is being feeded and there also undo/redo options are not available",3,17,4.17.0.2,17/03/2020 21:37,"You may find completed tasks under Settings - Completed Tasks and retrieve by simply un-swiping :) Once you save modifications to your tasks, there will be no option to restore old data, which is pretty common but we do appreciate the feedback and will be sure to forward it to our Product Team for further review.",18/03/2020 04:23,most_relevant,com.anydo
gp:AOqpTOEUWK7ft1HsquKCjkKYJkjUMDVeUs8TZ-6mpupBrQIHuFku93vdbyHQqSo14MUTERxEtslx4OKP8tEvgw,J. R. West,https://play-lh.googleusercontent.com/-pwVS78z1nxw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckxUNTZDanxrJf-vIEUk-adb4fINg/photo.jpg,"updated review; left review here for wrong app. Not bad so far, migration of data off wunderlist mixed up all the items in the list, sorted by date, not within each list. not necessarily the apps fault. just challenging just to get started. already deleted two other apps that were worse.",3,7,4.17.0.2,24/04/2020 03:24,We have an extensive Help Center detailing how to utilize the features -https://support.any.do/. You are also welcome to contact us at https://www.any.do/contact_form with any questions. We'll be happy for an updated review once you get to know the app better :),28/04/2020 10:37,most_relevant,com.anydo
gp:AOqpTOECj7C9-tofLIp8RsCinjD45aQo2zlS_vU6_Paqz-vFzeQ7u_b1CQubvE2G_qLJg1n9sXF7SdlAzyDOaQ,Heloisa Duarte,https://play-lh.googleusercontent.com/a-/AOh14Gg-4hPr8qBvjyogVzXBCVWA90-bkPTKQoshGnG72A,"I don't know why this app is an ""Editor's choice"" there isn't any special graphics and you need to be a premium to change a color. Keep Google give me all this for free! I was just looking for a different to-do list where I could change the size of the letters.",3,2,,22/03/2019 11:17,,,most_relevant,com.anydo
gp:AOqpTOF62CDGktvcoCPvUdam8N9OigoCxC_ecUhwlvW61v0SIxRxyncan7CNCCf30GRXxpkJn5iO9pkRVOW-Gw,Manoj Sharma,https://play-lh.googleusercontent.com/a-/AOh14GjqRDhB-n7_8difylfaeM5_yTej1ltlzoNwAmPEXw,"The app doesn't have audio alerts, it only displays a notification after you unlock your phone. Please add audio alert feature as well, so that you can get an alert even when you're not using your phone.",3,2,4.10.6.1,24/11/2018 13:50,"You should be able to have audio alerts along with your notifications. If this is not the case, then we recommend you submit a bug report via Settings - Support, so we can look into this for you.",28/11/2018 15:57,most_relevant,com.anydo
gp:AOqpTOFzvlxXijBcXd-nmY_db5bo9aVgWOto1IY7dht7-B93iZzkaaR8sbyHMc3hHnM2jo2f_CnXAZHvYarmZA,aditya jain,https://play-lh.googleusercontent.com/a-/AOh14Gg4eXUYrfN7FJuRg1CKIetQnqKzKdLAtQhvrbi7Hmc,"App looks great. UI is wonderful and the feature it have , they all are useful. Only problem because of which I uninstalled the app was simple and basic features like recurring task creations are made premium. Switching to tick tick for the same reason.",3,10,4.10.6.1,13/11/2018 18:14,"Standard users can create recurring tasks for free. You can have a task return every day, week, month, or year. Only advanced recurring tasks are part of our Premium feature-set.",14/11/2018 16:22,most_relevant,com.anydo
gp:AOqpTOHniipuG6PwxPicPoBAZ8VECmnSq-N99fsdIzI21mVzrPfvrWNYslejWbJk-7pr6JX6NAGtkwAMfcTA8g,G G,https://play-lh.googleusercontent.com/-OjNdeuQy408/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclB0qLp0mBpgVNdWbvLQN-i8fXplQ/photo.jpg,Stop looking at users as cash cows. I will be uninstalling this and moving to a different app which is as good and does not nag. This is quite a good To Do app other than that it too often comes up with prompts to upgrade to the premium subscription-based version. Since when have customers disrespectfully/greedily been treated as cash cows. It used to be apps were$5 at most for a lifetime of use but now they are greedy and arrogant enough to want $5 or thereabouts per Month! I wud pay a one off,3,10,4.16.2.7,02/01/2020 04:44,"Any.do is a free app. We provide 95% of our features at no cost, including all core features. We never require our users to upgrade. We modeled all our pricing tiers off of similar services so we could stay competitive. We also occasionally offer promotions, you can inquire about them at premium@any.do!",02/01/2020 09:25,most_relevant,com.anydo
gp:AOqpTOFPzFztOI41zY6mFBKKmEdrKZ9LZ5r_5XNk8LRk2mOpDSC4pB3gSUA-6l_KAnGImffuzopPsPZPUsA_Og,vorcazm,https://play-lh.googleusercontent.com/a-/AOh14GiRPjy7P_b_qTcYlLghV6_J_kJYmS30sP0vook6cw,This app refuses to let you set a reminder for any day other than the current day without buying premium. i want to remind myself to workout every Wednesday but it's monday so I'm only allowed to schedule reminders on Monday. Guess I'll just get reminded on monday to workout on Wednesday. Useless,3,2,4.10.9.0,04/01/2019 03:52,This sounds strange! You should not be restricted from setting a weekly reminder for any day even as a free user. Please submit a bug report in your app via Settings - Support so we can look into this issue.,07/01/2019 12:48,most_relevant,com.anydo
gp:AOqpTOERJ8bA78ipOri8P5Jg9pbpheXR3HsxSPH0-KUtgujWwsmi8DuOifP-_g5SwgolCgj6MvIkmfM_XKi5cQ,Joan Casals,https://play-lh.googleusercontent.com/-Em2ppgdQ6Ug/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnL7rugZiaC0rH9yxRTIFItFLKlcw/photo.jpg,"On the phone it works perfectly, but now that I've installed the app on the tablet, I realise that it doesn't have the option to rotate the screen if the tablet is rotated, please add this feature so that I can see better the tasks",3,4,4.15.9.6,17/10/2019 08:42,"Hi, that's a little strange, please send us a bug report in your app via Settings - Support, so we can get to the bottom of this for you :)",19/10/2019 15:13,most_relevant,com.anydo
